aline1,aline2,aline3,aline4,post_code,asset_type
1-20 Edward Dodd Court  Chart Street,Hackney,London,"",N1 6DQ,WalkUpBlock
1-25 Custance House  Provost Estate,Hackney,London,"",N1 7QU,LowRiseBlock
33-48 Needwood House *Demolished* Woodberry Down Estate,Hackney,London,"",N4 2TN,HighRiseBlock
1-11 ODD Clarissa Street,Hackney,London,"",E8 4HJ,WalkUpBlock
43-56 Buxton Court  Thoresby Street,Hackney,London,"",N1 7TL,WalkUpBlock
15-32 Pond Farm Estate,Hackney,LONDON,"",E5 0AA,WalkUpBlock
16 Alkham Road,Hackney,London,"",N16 7AA,WalkUpBlock
81 Chardmore Road,Hackney,London,"",N16 6JB,WalkUpBlock
95-138 Bryant Court  Whiston Road,Hackney,LONDON,"",E2 8EQ,HighRiseBlock
Blakeney Close (7-18) DELETE? Blakeney Close,Hackney,London,"",E8 2HQ,Block
1-24 Orde House  Clissold Crescent,Hackney,London,"",N16 9BB,HighRiseBlock
FLAT 28 BERRYSIDE APARTMENTS  SWAN LANE,HACKNEY,LONDON,"",N4 2GY,Block
1-30 Glendown House  Amhurst Road,Hackney,London,"",E8 2AR,LowRiseBlock
87-114 Morland Estate  Morland Estate,Richmond Road,Hackney,London,E8 3HL,WalkUpBlock
Tresham Walk (2-24 Even) DELETE? Tresham Walk,Hackney,London,"",E9 6EN,WalkUpBlock
Somerford Estate (82-99) DELETE? Somerford Grove Estate,Hackney,London,"",N16 7TN,WalkUpBlock
47 Richmond Road,Hackney,London,"",E8 3AA,WalkUpBlock
Ballance Road (1-11 Odd) DELETE? Ballance Road,Hackney,London,"",E9 5ST,Block
61-80 Anderson Road,Hackney,London,"",E9 6HJ,LowRiseBlock
48 Tudor Road,Hackney,London,"",E9 7RZ,Block
6-8 EVEN Haberdasher Street,Hackney,London,"",N1 6EJ,WalkUpBlock
Pendas Mead (11-17) DELETE? Pendas Mead,Lindisfarne Way,Hackney,London,E9 5PX,Block
21-40 Queensbridge Court  Queensbridge Road,Hackney,LONDON,"",E2 8PG,LowRiseBlock
FLAT 25 HORNBEAM APARTMENTS  Hornbeam Apartments,Seven Sisters Road,London,"",N4 1JU,Block
8-17 Radbourne Close,Hackney,London,"",E5 0TB,Block
1-11 Goldcrest Mews  Rendlesham Road,Hackney,London,"",E5 8BF,Block
146 Evering Road,Hackney,London,"",N16 7BD,WalkUpBlock
117-124 The Beckers  Rectory Road,Hackney,London,"",N16 7QT,WalkUpBlock
17-23 ODD Adley Street,Hackney,LONDON,"",E5 0DY,WalkUpBlock
Thornbury Close (31-38) DELETE? Thornbury Close,Hackney,London,"",N16 8UX,WalkUpBlock
1-48 Clinger Court  Hobbs Place Estate,Hackney,London,"",N1 5JA,LowRiseBlock
1-12 Selsea Place,Hackney,London,"",N16 8HY,WalkUpBlock
31 Albion Drive,Hackney,London,"",E8 4LX,WalkUpBlock
49-64 Ashdale House  Woodberry Down Estate,Hackney,London,"",N4 2SA,HighRiseBlock
37-48 Broadway House  Jackman Street,Hackney,London,"",E8 4QY,LowRiseBlock
9-16 Cavendish Mansions  Clapton Square,Hackney,London,"",E5 8HR,WalkUpBlock
Wetherell Road (23-27) DELETE? Wetherell Road,Hackney,London,"",E9 7DB,Block
Edwins Mead (28-29) DELETE? Edwins Mead,Hackney,London,"",E9 5PY,Block
1-2 Great Eastern Buildings  Reading Lane,Hackney,London,"",E8 1FR,Block
22-25 Somerford Grove Estate,Hackney,London,"",N16 7TL,WalkUpBlock
9-15 ODD Forest Grove,Hackney,London,"",E8 3HX,WalkUpBlock
Sandringham Road (102-140 Even DELETE? Sandringham Road,Hackney,London,"",E8 2LP,Block
83-102 Joseph Court  Amhurst Park,Hackney,London,"",N16 5AJ,HighRiseBlock
45-94 Woolridge Way  Woolridge Way,Loddiges Road,Hackney,London,E9 6PP,HighRiseBlock
58-84 EVEN Ballance Road,Hackney,London,"",E9 5SR,WalkUpBlock
146 Holmleigh Road,Hackney,London,"",N16 5PY,WalkUpBlock
49-92 Clinger Court  Hobbs Place Estate,Hackney,London,"",N1 5HY,HighRiseBlock
FLAT 24 BLUEBELL APARTMENTS  Swan Lane,Hackney,London,"",N4 2GZ,Block
35-37 ODD Oswald Street,Hackney,London,"",E5 0BT,WalkUpBlock
1-16 Charlton Court  Thurtle Road,Hackney,LONDON,"",E2 8LU,WalkUpBlock
187-246 Trelawney Estate  Trelawney Estate,Paragon Road,Hackney,London,E9 6PH,HighRiseBlock
20-30 EVEN Redwald Road,Hackney,LONDON,"",E5 0JH,WalkUpBlock
1-44 Carlyle House  Albion Road,Hackney,London,"",N16 0UA,LowRiseBlock
3-10 Kirkland Walk,Hackney,London,"",E8 3SY,Block
80 Greenwood Road,Hackney,London,"",E8 1NE,WalkUpBlock
102 Osbaldeston Road,Hackney,London,"",N16 6NL,WalkUpBlock
9-38 Browning House  Shakespear Walk,Hackney,London,"",N16 8TL,LowRiseBlock
58-65 Marcon Court  Amhurst Road,Hackney,London,"",E8 1LN,WalkUpBlock
21-30 Quested Court  Brett Road,Hackney,London,"",E8 1JS,WalkUpBlock
64 Allen Road,Hackney,London,"",N16 8RZ,WalkUpBlock
76-86 EVEN Graham Road,Hackney,London,"",E8 1BX,WalkUpBlock
Featherfew Court 1-28  Shepherds Lane,Hackney,LONDON,"",E9 6FY,MediumRiseBlock
1-3 Stephan Close,Hackney,London,"",E8 4LJ,WalkUpBlock
Foxley Close 1-6 DELETE? Foxley Close,Hackney,London,"",E8 2JN,WalkUpBlock
1-18 Acton House  Lee Street,Hackney,London,"",E8 4HQ,LowRiseBlock
1 Leatherhead Close,Holmleigh Road Estate,Hackney,London,N16 5QR,WalkUpBlock
80 Pellerin Road,Hackney,London,"",N16 8AT,WalkUpBlock
62 Forburg Road,Hackney,London,"",N16 6HT,WalkUpBlock
1-4 DELETE? Approach Close,Hackney,London,"",N16 8UG,WalkUpBlock
61-102 Joseph Court  Amhurst Park,Hackney,London,"",N16 5AJ,HighRiseBlock
Sigdon Road (2.27) DELETE? Sigdon Road,Hackney,London,"",E8 1AP,Block
BOUNDARY HOUSE  Boundary Lane,WELWYN GARDEN CITY,Hertfordshire,"",AL7 4EH,Block
1-20 Risley House  Anderson Road,Hackney,London,"",E9 6HL,LowRiseBlock
1-3 Hayton Close Plus 1-11 Odd Buttermere Walk  Buttermere Walk,Hackney,London,"",E8 3TA,WalkUpBlock
31 Queensdown Road,Hackney,London,"",E5 8NN,WalkUpBlock
1-16 Haslemere Court  Holmleigh Road Estate,Hackney,LONDON,"",N16 5QP,WalkUpBlock
114 Osbaldeston Road,Hackney,London,"",N16 6NJ,WalkUpBlock
53-71 ODD Ballance Road,Hackney,London,"",E9 5ST,WalkUpBlock
6 Abersham Road,Hackney,London,"",E8 2LN,LowRiseBlock
19-36 Royal Oak Court  Pitfield Street,Hackney,London,"",N1 6EL,LowRiseBlock
20 Forburg Road,Hackney,London,"",N16 6HS,WalkUpBlock
219-229 Odd Kyverdale Road,Hackney,London,"",N16 6PQ,WalkUpBlock
47 Thornby Road,Hackney,London,"",E5 9QL,WalkUpBlock
61-75 Marian Court  Link Street,Hackney,London,"",E9 6DT,LowRiseBlock
1-20 *Delete*,"","","",N1,HighRiseBlock
33-48 Ashdale House  Woodberry Down Estate,Hackney,London,"",N4 2RZ,HighRiseBlock
Farleigh Road (6.8.18.84.89) DELETE? Farleigh Road,Hackney,London,"",N16 7TD,Block
1-48 Kingsdown House  Amhurst Road,Hackney,London,"",E8 2AS,LowRiseBlock
1-12 Melford Court 37 39 Upper Clapton Road,Hackney,London,"",E5 8AZ,WalkUpBlock
Caldecott Way (43-57 Odd) DELETE? Caldecott Way,Hackney,LONDON,"",E5 0DB,Block
8-14 EVEN Wilde Close,Hackney,London,"",E8 4JS,WalkUpBlock
48-142 (Even) *DELETE* Fletching Road,Hackney,London,"",E5 9QR,Block
FLAT 58 ROWAN APARTMENTS  Rowan Apartments,Seven Sisters Road,London,"",N4 1FS,Block
16 17 21 Moye Close,Hackney,LONDON,"",E2 8QN,WalkUpBlock
13 West Bank,Hackney,London,"",N16 5DG,WalkUpBlock
136-146 EVEN Mabley Street,Hackney,London,"",E9 5RN,WalkUpBlock
107-117 Odd  Richmond Road,Hackney,London,"",E8 3AA,WalkUpBlock
24 Cleveleys Road,Hackney,London,"",E5 9JN,WalkUpBlock
15-26 Offas Mead,Hackney,London,"",E9 5PQ,WalkUpBlock
1-3 Oulton Close Plus 14-24 Even Dudlington Road  Dudlington Road,Hackney,London,"",E5 9PL,WalkUpBlock
25-28 Moreton Close,Hackney,London,"",E5 9EP,WalkUpBlock
Clift House 1-40  Branch Place Colville Estate,Hackney,LONDON,"",N1 5FJ,Block
278-312 EVEN Rowley Gardens,Hackney,London,"",N4 1HP,WalkUpBlock
22-26 EVEN Jeger Avenue,Hackney,LONDON,"",E2 8BX,Block
2-14 Edward Friend House  Brodia Road,Hackney,London,"",N16 0ET,WalkUpBlock
1-18 Benthal Court  Evering Road,Hackney,London,"",N16 7AX,WalkUpBlock
77 Dunsmure Road,Hackney,London,"",N16 5PT,WalkUpBlock
18-34 Geffrye Court  Geffrye Estate,Hackney,London,"",N1 6RX,LowRiseBlock
29 Alkham Road,Hackney,London,"",N16 7AA,WalkUpBlock
1-84 Scotney House  Mead Place,Hackney,London,"",E9 6SN,HighRiseBlock
19-24 Binyon House  Milton Grove,Hackney,London,"",N16 8QT,WalkUpBlock
25-30 Alford Court  Shepherdess Walk,Hackney,London,"",N1 7JW,WalkUpBlock
105 Clapton Common,Hackney,LONDON,"",E5 9AB,WalkUpBlock
25-30 Priestley Close,Hackney,London,"",N16 6SJ,WalkUpBlock
FLAT 37 ROWAN APARTMENTS  Rowan Apartments,Seven Sisters Road,London,"",N4 1FS,Block
12-19 Middleton House  Middleton Road,Hackney,London,"",E8 4LW,WalkUpBlock
161-185 Banister House  Homerton High Street,Hackney,London,"",E9 6BW,LowRiseBlock
FLAT 19 ROWAN APARTMENTS  Rowan Apartments,Seven Sisters Road,London,"",N4 1FS,Block
Warmington Close (14-16) DELETE? Warmington Close,Hackney,LONDON,"",E5 0BX,WalkUpBlock
91 Bayston Road,Hackney,London,"",N16 7NB,WalkUpBlock
1-21 Matson House  Bradstock Road,Hackney,London,"",E9 5BG,WalkUpBlock
35-39 ODD Marlborough Avenue,Hackney,London,"",E8 4JP,WalkUpBlock
21 Osbaldeston Road,Hackney,London,"",N16 7DJ,WalkUpBlock
Tavistock Close (27-30) DELETE? Tavistock Close,Hackney,London,"",N16 8UZ,WalkUpBlock
Spenser Grove (4-18 Even) DELETE? Spenser Grove,Hackney,London,"",N16 8UD,WalkUpBlock
1-56 Corbiere House  De Beauvoir Estate,Hackney,LONDON,"",N1 5SR,HighRiseBlock
Osborne Road (45-46) DELETE? Osborne Road,Hackney,London,"",E9 5JR,Block
1-4 Ashford House  St Thomas Place,Hackney,London,"",E9 7PP,WalkUpBlock
20 Goulton Road,Hackney,London,"",E5 8HA,WalkUpBlock
1-25 Allerton House  Provost Estate,Hackney,London,"",N1 7QX,WalkUpBlock
1-22 Brooklime House  Shepherds Lane,Hackney,London,"",E9 6FR,MediumRiseBlock
8-15 Loanda Close,Hackney,London,"",E8 4EL,WalkUpBlock
85 Foulden Road,Hackney,London,"",N16 7UH,WalkUpBlock
Pendas Mead (30-32) DELETE? Pendas Mead,Lindisfarne Way,Hackney,London,E9 5PX,Block
1-16 Needwood House *Demolished* Woodberry Down Estate,Hackney,London,"",N4 2TN,HighRiseBlock
1-30 Debdale House  Whiston Road,Hackney,LONDON,"",E2 8SH,LowRiseBlock
100-119  Nisbet House  Homerton High Street,Hackney,London,"",E9 6AN,LowRiseBlock
1-2 Moye Close Plus 99  Goldsmiths Row,Hackney,LONDON,"",E2 8QR,WalkUpBlock
61 Upper Clapton Road,Hackney,London,"",E5 8AY,WalkUpBlock
FLAT 3 HORNBEAM APARTMENTS  Hornbeam Apartments,Seven Sisters Road,London,"",N4 1JU,Block
58-80 EVEN Penshurst Road,Hackney,London,"",E9 7DT,WalkUpBlock
13-24 Broadway House  Jackman Street,Hackney,London,"",E8 4QY,LowRiseBlock
39 Ravensdale Road,Hackney,London,"",N16 6TJ,WalkUpBlock
FLAT 50 ROWAN APARTMENTS  Rowan Apartments,Seven Sisters Road,London,"",N4 1FS,Block
1-28 John Parry Court  Hare Walk,Hackney,LONDON,"",N1 6RN,WalkUpBlock
F Rogate House 8 Muir Road,Hackney,London,"",E5 8QS,HighRiseBlock
Greenwood Road (14 104) DELETE? Greenwood Road,Hackney,London,"",E8 1NE,Block
5-8 Moreton Close,Hackney,London,"",E5 9EP,WalkUpBlock
7-12 Kilpatrick Court  Darenth Road,Hackney,London,"",N16 6EE,WalkUpBlock
1-35 Dovedale House  Bethune Road,Hackney,LONDON,"",N16 5DX,LowRiseBlock
22 Southwold Road,Hackney,London,"",E5 9PT,WalkUpBlock
1-18 Mallard Close,Hackney,London,"",E9 5JL,WalkUpBlock
17-24 Goldcrest Mews  Rendlesham Road,Hackney,London,"",E5 8BF,WalkUpBlock
1-6 Inglethorpe House 51 Geldeston Road,Hackney,London,"",E5 8RW,WalkUpBlock
30 Evering Road,Hackney,London,"",N16 7QJ,WalkUpBlock
1-30 Marsh Court  St Philips Road,Hackney,London,"",E8 3AB,HighRiseBlock
114-124 Lea View House  Springfield,Hackney,London,"",E5 9DZ,WalkUpBlock
63 Digby Crescent,Hackney,London,"",N4 2HS,WalkUpBlock
Coniston Walk (18-21) DELETE? Coniston Walk,Hackney,London,"",E9 6EP,Block
5 Rectory Road,Hackney,London,"",N16 7QP,WalkUpBlock
125-148 The Beckers  Rectory Road,Hackney,London,"",N16 7QT,WalkUpBlock
1-120 Exbury House  Brenthouse Road,Hackney,London,"",E9 6PZ,HighRiseBlock
85-91 Odd Pownall Road,Hackney,London,"",E8 4JY,Block
1-11 ODD Leaside Road,Hackney,London,"",E5 9LU,WalkUpBlock
187-198 Fellows Court  Weymouth Terrace,Hackney,LONDON,"",E2 8LQ,WalkUpBlock
"Redbourn Ct 1-24 Plus 16 Murrain Rd & 2, 6, & 8 Sim St 4 Sim Street",Hackney,London,"",N4 2GW,Block
28-33 Mapledene Estate  Mapledene Estate,Mapledene Road,Hackney,London,E8 3LN,WalkUpBlock
37-47 ODD Sigdon Road,Hackney,London,"",E8 1AP,WalkUpBlock
1-22 Beech House  Lordship Road,Hackney,London,"",N16 0PU,LowRiseBlock
34-80 EVEN Berkshire Road,Hackney,London,"",E9 5LU,WalkUpBlock
Paston Close (13-20) DELETE? Paston Close,Hackney,LONDON,"",E5 0BU,Block
Bookham Court 1-15 Plus 57-65 Bevenden Street  Bevenden Street,Hackney,LONDON,"",N1 6FZ,Block
1-24 Fulcher House  Colville Estate,Hackney,London,"",N1 5NP,WalkUpBlock
299-338 Fellows Court  Weymouth Terrace,Hackney,LONDON,"",E2 8LA,WalkUpBlock
FLAT 13 BLUEBELL APARTMENTS  Swan Lane,Hackney,London,"",N4 2GZ,Block
15-17 Stephan Close plus 25-34 Rivington Walk  Stephan Close,Hackney,London,"",E8 4LJ,Block
2-12 Even Broke Walk,Hackney,London,"",E8 4SJ,Block
21-23 Odd Southwold Road Plus 3-6 Dennington Close  Dennington Close,Hackney,London,"",E5 9PJ,WalkUpBlock
Jarrow Way (1-8) DELETE? Jarrow Way,Hackney,London,"",E9 5PG,Block
175-186 Lea View House  Springfield,Hackney,LONDON,"",E5 9EA,LowRiseBlock
"31-50 Peak House *Demolished""  Woodberry Down Estate",Hackney,London,"",N4 2NW,LowRiseBlock
FLAT 34 MAPLEWOOD APARTMENTS  Katherine Close,Woodberry Grove,London,"",N4 1FP,Block
30-34 EVEN Tudor Road,Hackney,London,"",E9 7SN,WalkUpBlock
13-24 Danby House  Frampton Park Road,Hackney,London,"",E9 7RD,LowRiseBlock
1-20 Sheridan House  Hawksley Road,Hackney,London,"",N16 0TB,LowRiseBlock
1-30 Wenlock Court  New North Road,Hackney,London,"",N1 7QR,LowRiseBlock
1-8 Wistow House  Whiston Road,Hackney,LONDON,"",E2 8RX,WalkUpBlock
27-39 ODD Spenser Grove,Hackney,London,"",N16 8UA,WalkUpBlock
1-12 Donne House  Howard Road,Hackney,London,"",N16 8PQ,LowRiseBlock
FLAT 22 BERRYSIDE APARTMENTS  SWAN LANE,HACKNEY,LONDON,"",N4 2GY,Block
Crossway (30-36 Even) DELETE? Crossway,Hackney,London,"",N16 8HX,WalkUpBlock
11-21 Odd Tresham Walk Plus 1-12 Dean Close  Dean Close,Hackney,London,"",E9 6ES,WalkUpBlock
1-90 Rozel Court  De Beauvoir Estate,Hackney,London,"",N1 5SS,HighRiseBlock
1-65 Eastdown House  Amhurst Road,Hackney,London,"",E8 2AT,LowRiseBlock
23-37 Shacklewell House  Shacklewell Lane,Hackney,London,"",E8 2EQ,LowRiseBlock
FLAT 46 HORNBEAM APARTMENTS  Hornbeam Apartments,Seven Sisters Road,London,"",N4 1JU,Block
1-9 Oldbury Court 90 Mabley Street,Hackney,London,"",E9 5RY,WalkUpBlock
48-58 EVEN Mabley Street,Hackney,London,"",E9 5RL,WalkUpBlock
376 Queensbridge Road,Hackney,LONDON,"",E8 3AR,WalkUpBlock
17-32 Nicholl House *Demolished* Woodberry Down Estate,Hackney,London,"",N4 2TH,HighRiseBlock
17 Blurton Road,Hackney,London,"",E5 0NL,WalkUpBlock
4-6 & 10-12 & 16-18 & 22-24 Clissold House  Lordship Road,Hackney,London,"",N16 0PS,LowRiseBlock
1-16 Harvey House  *Demolished* Colville Estate,Hackney,London,"",N1 5NE,WalkUpBlock
105-112 Catherwood Court  Murray Grove,Hackney,London,"",N1 7QL,WalkUpBlock
9-15 ODD Shacklewell Road,Hackney,London,"",N16 7TW,WalkUpBlock
140-192 EVEN Kingsland Road,Hackney,LONDON,"",E2 8EB,WalkUpBlock
20 Southwold Road,Hackney,London,"",E5 9PT,WalkUpBlock
FLAT 33 ROWAN APARTMENTS  Rowan Apartments,Seven Sisters Road,London,"",N4 1FS,Block
4-6 Denton Way Plus 1-6 Walton Close  Walton Close,Millfields Estate,Hackney,LONDON,E5 0BZ,WalkUpBlock
31-37 ODD Daubeney Road,Hackney,LONDON,"",E5 0EE,WalkUpBlock
1-15 Lushington Terrace,Hackney,London,"",E8 2HR,Block
28-36 EVEN Jeger Avenue,Hackney,LONDON,"",E2 8BX,Block
Mabley St. (69-95 Odd) DELETE? Marsh Hill,Hackney,London,"",E9 5PE,Block
33-50 Wrens Park House  Warwick Grove,Hackney,London,"",E5 9LL,LowRiseBlock
32 Bodney Road,Hackney,London,"",E8 1AY,WalkUpBlock
35-51 Geffrye Court  Geffrye Estate,Hackney,London,"",N1 6RX,LowRiseBlock
34-36 EVEN Shrubland Road,Hackney,London,"",E8 4NN,WalkUpBlock
2-8 EVEN Coopersale Road,Hackney,London,"",E9 6BA,WalkUpBlock
1-29 Windsor House  Portland Rise,Hackney,London,"",N4 2QA,HighRiseBlock
11 De Beauvoir Square,Hackney,London,"",N1 4LD,WalkUpBlock
23-24 &.31-32 Priory Court  Brooksbys Walk,Hackney,London,"",E9 6DG,WalkUpBlock
1 Meadow Close,Hackney,London,"",E9 5NZ,WalkUpBlock
69-74 Parkside Estate  Parkside Estate,Rutland Road,Hackney,London,E9 7JY,WalkUpBlock
121-164 Crondall Court  St Johns Estate,Hackney,LONDON,"",N1 6JJ,WalkUpBlock
242-252 EVEN Rowley Gardens,Hackney,London,"",N4 1HW,WalkUpBlock
2 Dunsmure Road,Hackney,London,"",N16 5PW,WalkUpBlock
1-9 Beresford Court 96 Mabley Street,Hackney,LONDON,"",E9 5TQ,WalkUpBlock
FLAT 45 ROWAN APARTMENTS  Rowan Apartments,Seven Sisters Road,London,"",N4 1FS,Block
Burnett Close (34-39) DELETE? Burnett Close,Hackney,London,"",E9 6ET,WalkUpBlock
18-24 EVEN Adley Street,Hackney,LONDON,"",E5 0DY,WalkUpBlock
1-12 Wilkinson House Cranston Estate,Hackney,London,"",N1 6TH,LowRiseBlock
16-38 EVEN Yorkshire Close,Hackney,London,"",N16 8EX,WalkUpBlock
3 Bayston Road,Hackney,London,"",N16 7LU,WalkUpBlock
1-28 Monsal Court 68 Redwald Road,Hackney,LONDON,"",E5 0JJ,WalkUpBlock
88-96 EVEN Mount Pleasant Lane,Hackney,London,"",E5 9EN,LowRiseBlock
29-52 Vince Court  Charles Square Estate,Hackney,London,"",N1 6EA,WalkUpBlock
3-5 Camerton Close,Hackney,London,"",E8 3TB,WalkUpBlock
1-50 Morris Blitz Court  Foulden Road,Hackney,London,"",N16 7UJ,LowRiseBlock
1-7 ODD Forest Grove,Hackney,London,"",E8 3HX,WalkUpBlock
1-66 Lincoln Court  Bethune Road,Hackney,London,"",N16 5EB,HighRiseBlock
1-36 Danby House  Frampton Park Road,Hackney,London,"",E9 7RD,LowRiseBlock
2-8 EVEN Adley Street,Hackney,LONDON,"",E5 0DY,WalkUpBlock
94-99 Somerford Grove Estate,Hackney,London,"",N16 7TN,WalkUpBlock
13 Stoke Newington Common,Hackney,London,"",N16 7ES,WalkUpBlock
15 April Street,Hackney,London,"",E8 2EF,Block
1-40 Heathcote Point 2 Wick Road,Hackney,LONDON,"",E9 5AY,HighRiseBlock
55-65 ODD Appleby Street,Hackney,LONDON,"",E2 8EP,WalkUpBlock
74-90 EVEN Tryon Crescent,Hackney,London,"",E9 7RY,WalkUpBlock
13-23 ODD Gunstor Road,Hackney,London,"",N16 8HF,WalkUpBlock
49-61 Odd Pownall Road,Hackney,London,"",E8 4JY,Block
2-18 EVEN Tryon Crescent,Hackney,London,"",E9 7RY,WalkUpBlock
360 Queensbridge Road,Hackney,LONDON,"",E8 3AR,WalkUpBlock
1 Lordship Road,Hackney,London,"",N16 0PP,WalkUpBlock
1-9 Elm House *DELETED*  Brooke Road,Hackney,London,"",N16 7RH,WalkUpBlock
199-237 ODD Lordship Road,Hackney,London,"",N16 5HG,WalkUpBlock
38-49 Hemsworth Court  Hobbs Place Estate,Hackney,London,"",N1 5LA,WalkUpBlock
17-67 Tower Court DELETED? Clapton Common,Hackney,London,"",E5 9AJ,HighRiseBlock
1-87 St Aubins Court  De Beauvoir Estate,Hackney,London,"",N1 5TN,HighRiseBlock
55-72 Banister House  Homerton High Street,Hackney,London,"",E9 6BJ,LowRiseBlock
16-19 Loanda Close,Hackney,London,"",E8 4EL,WalkUpBlock
37-60 Bridge House  Shepherds Lane,Hackney,London,"",E9 6JL,LowRiseBlock
18-32 Nevitt House  Cranston Estate,Hackney,London,"",N1 6TD,HighRiseBlock
1-16 Weymouth Court  Weymouth Terrace,Hackney,LONDON,"",E2 8LT,WalkUpBlock
Datchworth Court (20-42) DELETE? 30 Queens Drive,Hackney,London,"",N4 2XB,WalkUpBlock
1-6 Crofton Terrace  Crofton Terrace,Hackney,LONDON,"",E5 0EL,Block
FLAT 50 HORNBEAM APARTMENTS  Hornbeam Apartments,Seven Sisters Road,London,"",N4 1JU,Block
25-51 Odd Lordship Road plus 1-7 Chestnut Close  Lordship Road,Hackney,London,"",N16 0QH,WalkUpBlock
92-102 Lea View House  Springfield,Hackney,London,"",E5 9DX,WalkUpBlock
Bridport House (New) 1-4 & 9-32 Bridport Place (north),Hackney,London,"",N1 5DG,LowRiseBlock
1-25 Havering House  Woodberry Down Estate,Hackney,London,"",N4 1QQ,LowRiseBlock
69-85 Geffrye Court  Geffrye Estate,Hackney,London,"",N1 6RP,HighRiseBlock
91-108 Royal Oak Court  Pitfield Street,Hackney,London,"",N1 6EP,LowRiseBlock
Oswalds Mead (23-28) DELETE? Oswalds Mead,Hackney,London,"",E9 5PZ,Block
1-31 ODD Banbury Road,Hackney,London,"",E9 7DU,WalkUpBlock
23-27 Crofts House  Teale Street,Hackney,LONDON,"",E2 8RB,WalkUpBlock
5-52 Petiver Close,Hackney,London,"",E9 7PA,LowRiseBlock
1-44 Chelsfield Point  Penshurst Road,Hackney,London,"",E9 7DY,HighRiseBlock
11-14 Sotheran Close,Hackney,London,"",E8 4LH,WalkUpBlock
Paston Close (1-6) DELETE? Paston Close,Hackney,LONDON,"",E5 0BU,WalkUpBlock
74-83 Fawcett Estate,Clapton Common,Hackney,London,E5 9AU,LowRiseBlock
FLAT 35 MAPLEWOOD APARTMENTS  Katherine Close,Woodberry Grove,London,"",N4 1FP,Block
Flat A-Flat C 17 Silkmills Square,Hackney,London,"",E9 5NX,LowRiseBlock
7-12 Popham Court 42 Nevill Road,Hackney,LONDON,"",N16 8SG,WalkUpBlock
28-56 (Even)  Kingshold Road,Hackney,London,"",E9 7JF,Block
1-25 Hemsworth Court  Hobbs Place Estate,Hackney,London,"",N1 5LA,WalkUpBlock
81-91 Lea View House  Springfield,Hackney,London,"",E5 9DY,WalkUpBlock
7-12 Hartopp Court 44 Nevill Road,Hackney,London,"",N16 8SS,WalkUpBlock
47-70 Morland Estate  Morland Estate,Richmond Road,Hackney,London,E8 3HL,WalkUpBlock
1-35 Pickering House  Woodberry Down Estate,Hackney,London,"",N4 1QY,LowRiseBlock
1-20 Crawshay House  Springdale Road,Hackney,London,"",N16 9NU,WalkUpBlock
Glyn Road (190-192 Even) DELETE? Glyn Road,Hackney,LONDON,"",E5 0JT,Block
117-131 ODD East Road,Fairbank Estate,Hackney,London,N1 6AQ,WalkUpBlock
11 Linscott Road,Hackney,London,"",E5 0RD,WalkUpBlock
1-8 Moreton Close,Hackney,London,"",E5 9EP,WalkUpBlock
1-14 & 16-18 & 22-24 St Thomass Place,Hackney,London,"",E9 7PW,Block
74 Greenwood Road,Hackney,London,"",E8 1NE,WalkUpBlock
27-31 ODD Jeger Avenue,Hackney,LONDON,"",E2 8BX,Block
11 Fountayne Road,Hackney,London,"",N16 7EA,WalkUpBlock
1-30 Groveley House  Woodberry Down Estate,Hackney,London,"",N4 1QP,LowRiseBlock
88-92 EVEN Brownlow Road plus 59-83 and 93-97 ODD Brougham d  Brougham Road,Hackney,London,"",E8 4PB,Block
13-23 ODD Rowley Gardens,Hackney,London,"",N4 1HH,WalkUpBlock
41-52 Micawber Court  Windsor Terrace,Hackney,London,"",N1 7TH,WalkUpBlock
57-80 Regents Court  Pownall Road,Hackney,London,"",E8 4QB,WalkUpBlock
21-30 Purcell Street,Hackney,London,"",N1 6RD,WalkUpBlock
1-6 Comberton Road Plus 1-12 Brampton Close  Brampton Close,Hackney,London,"",E5 9RT,WalkUpBlock
46-56 Even Broke Walk,Hackney,London,"",E8 4SJ,Block
32-37 Shacklewell Row,Hackney,London,"",E8 2EA,WalkUpBlock
72 Benthal Road,Hackney,London,"",N16 7DA,WalkUpBlock
141-151 ODD Well Street,Hackney,London,"",E9 7LJ,WalkUpBlock
25-32 Castle Close Plus 19-25 Odd Swinnerton Street  Swinnerton Street,Hackney,London,"",E9 5RG,WalkUpBlock
49-96 Catherwood Court  Murray Grove,Hackney,London,"",N1 7LT,LowRiseBlock
13 Sanford Terrace,Hackney,London,"",N16 7LH,WalkUpBlock
25 Gloucester Drive,Hackney,London,"",N4 2LE,WalkUpBlock
8-10 Osborn Close,Hackney,London,"",E8 4JZ,WalkUpBlock
Oriel Road (47.51.53.67) DELETE? Oriel Road,Hackney,London,"",E9 5SG,Block
FLAT 4 HORNBEAM APARTMENTS  Hornbeam Apartments,Seven Sisters Road,London,"",N4 1JU,Block
Oswalds Mead (1-4) DELETE? Oswalds Mead,Hackney,London,"",E9 5PZ,Block
28-34 EVEN Shacklewell Road,Hackney,London,"",N16 7TU,WalkUpBlock
19 Arlington Avenue,Hackney,London,"",N1 7BE,WalkUpBlock
38 Filey Avenue,Hackney,London,"",N16 6JJ,WalkUpBlock
1-15 ODD  Lyneham Walk,Hackney,LONDON,"",E5 0HX,Block
